epoch_idx,is_clean,true_label,pred_label,correct,prob_left,prob_right,confidence,w_eeg,w_emg
0,1,1,1,1,0.99982893,0.00017107363,0.99982893,0.96618474,0.03381529
1,1,1,2,0,0.09601461,0.9039853,0.9039853,0.6654556,0.33454445
2,1,1,2,0,0.096648276,0.9033517,0.9033517,0.66603476,0.33396527
3,1,1,2,0,0.11717764,0.88282233,0.88282233,0.6862072,0.31379288
4,1,1,2,0,0.14582984,0.8541702,0.8541702,0.6937588,0.3062412
5,1,1,2,0,0.11710114,0.8828989,0.8828989,0.68512833,0.31487164
6,1,1,2,0,0.12046129,0.8795388,0.8795388,0.6876863,0.31231368
7,1,1,2,0,0.121523015,0.878477,0.878477,0.68841016,0.3115899
8,1,1,2,0,0.09858816,0.90141183,0.90141183,0.6691626,0.33083743
9,1,1,2,0,0.10500773,0.8949923,0.8949923,0.67724437,0.32275566
10,1,1,2,0,0.121365964,0.87863404,0.87863404,0.6883127,0.31168732
11,1,1,2,0,0.120852515,0.87914747,0.87914747,0.6881153,0.31188467
12,1,1,2,0,0.101074345,0.89892566,0.89892566,0.6728319,0.32716814
13,1,1,2,0,0.117856026,0.882144,0.882144,0.6869929,0.3130071
14,1,1,2,0,0.12081148,0.8791885,0.8791885,0.6878741,0.31212586
15,1,1,2,0,6.2614495e-06,0.9999937,0.9999937,0.9895857,0.010414302
16,1,1,1,1,0.99999917,7.837838e-07,0.99999917,0.9689529,0.031047128
17,1,1,2,0,0.096901685,0.9030983,0.9030983,0.6678931,0.33210683
18,1,1,2,0,0.09954459,0.90045536,0.90045536,0.6712531,0.32874689
19,1,1,2,0,0.09627145,0.90372854,0.90372854,0.6670094,0.33299062
20,1,1,2,0,0.09603643,0.9039635,0.9039635,0.6653014,0.33469868
21,1,1,2,0,0.11034849,0.88965154,0.88965154,0.6813799,0.3186201
22,1,1,2,0,0.10049105,0.89950895,0.89950895,0.67034024,0.32965982
23,1,1,2,0,0.119961545,0.8800385,0.8800385,0.6874799,0.3125201
24,1,1,2,0,0.067529984,0.93246996,0.93246996,0.61193156,0.38806847
25,1,1,2,0,0.11972204,0.880278,0.880278,0.6873452,0.31265482
26,1,1,2,0,0.12014025,0.8798598,0.8798598,0.6875647,0.31243536
27,1,1,2,0,0.09380317,0.90619683,0.90619683,0.66351026,0.33648974
28,1,1,2,0,0.1206999,0.87930006,0.87930006,0.6878217,0.3121783
29,1,1,2,0,0.12159043,0.8784096,0.8784096,0.68843997,0.31156
30,1,1,2,0,0.12156134,0.87843865,0.87843865,0.6884315,0.3115685
31,1,1,2,0,6.881653e-09,1.0,1.0,0.99900156,0.0009983962
32,1,1,1,1,0.9999993,6.9917917e-07,0.9999993,0.96384543,0.0361546
33,1,1,2,0,0.12158608,0.8784139,0.8784139,0.6884416,0.31155849
34,1,1,2,0,0.119878106,0.8801219,0.8801219,0.6874371,0.31256294
35,1,1,2,0,0.12029386,0.87970614,0.87970614,0.687648,0.3123521
36,1,1,2,0,0.12426814,0.87573195,0.87573195,0.6900859,0.30991408
37,1,1,2,0,0.12123566,0.87876433,0.87876433,0.68798876,0.31201124
38,1,1,2,0,0.120921165,0.8790788,0.8790788,0.6879034,0.31209663
39,1,1,2,0,0.117209926,0.88279,0.88279,0.6861119,0.31388807
40,1,1,2,0,0.09535252,0.90464747,0.90464747,0.6646183,0.33538172
41,1,1,2,0,0.10444136,0.8955586,0.8955586,0.6752984,0.32470164
42,1,1,2,0,0.12166559,0.8783344,0.8783344,0.6883677,0.3116323
43,1,1,2,0,0.10016031,0.8998397,0.8998397,0.6703221,0.32967788
44,1,1,2,0,0.12143274,0.8785673,0.8785673,0.6883881,0.31161192
45,1,1,2,0,0.12160449,0.87839556,0.87839556,0.6884456,0.31155437
46,1,1,2,0,0.120378256,0.87962174,0.87962174,0.6876626,0.31233743
47,1,1,2,0,4.4427817e-09,1.0,1.0,0.9997718,0.00022827585
48,1,1,1,1,0.99996006,3.998308e-05,0.99996006,0.9740415,0.025958538
49,1,1,2,0,0.1208288,0.87917113,0.87917113,0.6880071,0.31199285
50,1,1,2,0,0.122076064,0.87792397,0.87792397,0.6887856,0.3112144
51,1,1,2,0,0.12007741,0.87992257,0.87992257,0.6876948,0.31230524
52,1,1,2,0,0.12098921,0.87901074,0.87901074,0.6880226,0.31197736
53,1,1,2,0,0.10447406,0.89552593,0.89552593,0.6764908,0.32350922
54,1,1,2,0,0.12150057,0.8784994,0.8784994,0.688416,0.31158397
55,1,1,2,0,0.121466815,0.8785332,0.8785332,0.688403,0.31159696
56,1,1,2,0,0.123858504,0.8761415,0.8761415,0.6899624,0.31003767
57,1,1,2,0,0.12143244,0.8785676,0.8785676,0.68838155,0.3116184
58,1,1,2,0,0.121632256,0.8783678,0.8783678,0.68845004,0.31154996
59,1,1,2,0,0.121639,0.8783609,0.8783609,0.68845505,0.31154495
60,1,1,2,0,0.07655081,0.9234492,0.9234492,0.6323049,0.36769518
61,1,1,2,0,0.07135651,0.9286435,0.9286435,0.62108374,0.3789163
62,1,1,2,0,0.056655098,0.94334495,0.94334495,0.5819975,0.41800258
63,1,1,2,0,2.494524e-09,1.0,1.0,0.9993498,0.0006501744
64,1,1,1,1,0.9999347,6.5284956e-05,0.9999347,0.8952303,0.104769714
65,1,1,2,0,0.060186755,0.9398133,0.9398133,0.59242547,0.40757453
66,1,1,2,0,0.096778825,0.9032212,0.9032212,0.6674998,0.3325002
67,1,1,2,0,0.059941005,0.940059,0.940059,0.5915638,0.40843615
68,1,1,2,0,0.0628835,0.9371165,0.9371165,0.5994248,0.4005752
69,1,1,2,0,0.06305107,0.93694896,0.93694896,0.5998128,0.40018722
70,1,1,2,0,0.060534284,0.93946576,0.93946576,0.5933245,0.40667546
71,1,1,2,0,0.06633208,0.93366796,0.93366796,0.60844594,0.39155403
72,1,1,2,0,0.06322569,0.9367743,0.9367743,0.60020036,0.39979962
73,1,1,2,0,0.06708021,0.9329198,0.9329198,0.6102231,0.38977683
74,1,1,2,0,0.067107335,0.9328926,0.9328926,0.610575,0.38942507
75,1,1,2,0,0.08781113,0.9121888,0.9121888,0.6540143,0.34598574
76,1,1,2,0,0.07361689,0.9263831,0.9263831,0.62641233,0.37358773
77,1,1,2,0,0.089901954,0.910098,0.910098,0.65748596,0.34251404
78,1,1,2,0,0.06541869,0.9345813,0.9345813,0.6060236,0.3939764
79,1,1,2,0,3.7136356e-08,1.0,1.0,0.99806005,0.0019398953
80,1,1,1,1,0.99998546,1.4552411e-05,0.99998546,0.97132295,0.028677028
81,1,1,2,0,0.12020396,0.879796,0.879796,0.6875509,0.31244913
82,1,1,2,0,0.12221092,0.8777891,0.8777891,0.6885689,0.3114311
83,1,1,2,0,0.11884513,0.88115484,0.88115484,0.6868113,0.3131886
84,1,1,2,0,0.120314084,0.879686,0.879686,0.6876178,0.31238222
85,1,1,2,0,0.11803694,0.881963,0.881963,0.6861547,0.31384522
86,1,1,2,0,0.08792396,0.91207606,0.91207606,0.6547326,0.3452674
87,1,1,2,0,0.09578778,0.9042122,0.9042122,0.66654056,0.33345947
88,1,1,2,0,0.092396215,0.9076038,0.9076038,0.66096425,0.33903578
89,1,1,2,0,0.117095456,0.88290447,0.88290447,0.68510073,0.31489927
90,1,1,2,0,0.10183888,0.89816105,0.89816105,0.6741468,0.32585317
91,1,1,2,0,0.09169278,0.90830725,0.90830725,0.66010666,0.33989337
92,1,1,2,0,0.059564695,0.94043535,0.94043535,0.59028935,0.40971065
93,1,1,2,0,0.0983247,0.9016753,0.9016753,0.6695556,0.33044434
94,1,1,2,0,0.09863634,0.90136373,0.90136373,0.67010826,0.32989177
95,1,1,2,0,6.070446e-08,0.9999999,0.9999999,0.9977235,0.0022764625
96,1,1,1,1,0.9949352,0.0050648614,0.9949352,0.8685189,0.13148114
97,1,1,2,0,0.12024774,0.8797523,0.8797523,0.6878035,0.31219646
98,1,1,2,0,0.10779199,0.892208,0.892208,0.67984515,0.32015488
99,1,1,2,0,0.071112834,0.9288871,0.9288871,0.62082404,0.37917596
100,1,2,2,1,0.09737509,0.9026249,0.9026249,0.66701764,0.33298236
101,1,2,2,1,0.06867149,0.9313285,0.9313285,0.6144518,0.38554814
102,1,2,2,1,0.09294039,0.9070596,0.9070596,0.6618032,0.33819684
103,1,2,2,1,0.09810715,0.90189284,0.90189284,0.6693124,0.3306876
104,1,2,2,1,0.09903231,0.90096766,0.90096766,0.67047083,0.32952917
105,1,2,2,1,0.10436503,0.895635,0.895635,0.6764048,0.32359523
106,1,2,2,1,0.120055236,0.87994474,0.87994474,0.68752927,0.31247067
107,1,2,2,1,0.11106074,0.88893926,0.88893926,0.6827542,0.3172458
108,1,2,2,1,0.10583944,0.8941606,0.8941606,0.6778542,0.32214585
109,1,2,2,1,0.12149016,0.8785099,0.8785099,0.68841004,0.31158993
