epoch_idx,is_clean,true_label,pred_label,correct,prob_left,prob_right,confidence,w_eeg,w_emg
0,1,1,1,1,0.6617636,0.33823642,0.6617636,0.7147764,0.2852236
1,1,1,1,1,0.5583545,0.4416455,0.5583545,0.51771665,0.4822834
2,1,1,2,0,0.2020767,0.79792327,0.79792327,0.7198405,0.2801595
3,1,1,1,1,0.5540522,0.44594783,0.5540522,0.42416432,0.57583565
4,1,1,2,0,0.16028212,0.8397179,0.8397179,0.6114817,0.38851833
5,1,1,2,0,0.21565115,0.78434885,0.78434885,0.6330166,0.36698335
6,1,1,2,0,0.47687912,0.5231209,0.5231209,0.31180295,0.68819714
7,1,1,1,1,0.5576064,0.44239357,0.5576064,0.40069997,0.59929997
8,1,1,1,1,0.952675,0.047325004,0.952675,0.7852748,0.2147252
9,1,1,1,1,0.5972713,0.4027286,0.5972713,0.45132846,0.54867154
10,1,1,1,1,0.55245405,0.447546,0.55245405,0.37867668,0.62132335
11,1,1,1,1,0.56307775,0.4369223,0.56307775,0.35539034,0.64460975
12,1,1,2,0,0.49896595,0.5010341,0.5010341,0.5971577,0.4028423
13,1,1,1,1,0.56786126,0.4321387,0.56786126,0.49433038,0.50566965
14,1,1,1,1,0.89611644,0.10388356,0.89611644,0.86927533,0.1307247
15,1,1,1,1,0.8819725,0.118027516,0.8819725,0.8443639,0.15563609
16,1,1,1,1,0.71462625,0.28537375,0.71462625,0.53908706,0.46091288
17,1,1,1,1,0.61150277,0.3884972,0.61150277,0.61109114,0.38890892
18,1,1,1,1,0.777634,0.22236596,0.777634,0.6771749,0.32282507
19,1,1,2,0,0.49283102,0.507169,0.507169,0.3415385,0.6584616
20,1,1,1,1,0.59900695,0.40099302,0.59900695,0.578666,0.42133403
21,1,1,1,1,0.6809147,0.3190853,0.6809147,0.55929196,0.44070795
22,1,1,2,0,0.15648863,0.8435114,0.8435114,0.82265514,0.17734484
23,1,1,1,1,0.6221202,0.37787983,0.6221202,0.660156,0.339844
24,1,1,1,1,0.5164309,0.48356918,0.5164309,0.40137735,0.5986226
25,1,1,1,1,0.7149996,0.28500038,0.7149996,0.49293298,0.50706697
26,1,1,2,0,0.17186223,0.82813776,0.82813776,0.62393993,0.37606
27,1,1,1,1,0.6834122,0.3165878,0.6834122,0.8432688,0.15673114
28,1,1,1,1,0.5372194,0.4627806,0.5372194,0.53708375,0.46291628
29,1,1,1,1,0.85993314,0.14006689,0.85993314,0.54211587,0.45788416
30,1,1,1,1,0.7290776,0.27092233,0.7290776,0.6619774,0.33802256
31,1,1,1,1,0.751856,0.24814396,0.751856,0.48571578,0.5142842
32,1,1,1,1,0.6937913,0.3062088,0.6937913,0.60110754,0.3988925
33,1,1,1,1,0.6919429,0.30805716,0.6919429,0.38748798,0.612512
34,1,1,1,1,0.5536928,0.44630724,0.5536928,0.7239682,0.2760318
35,1,1,1,1,0.75725436,0.24274564,0.75725436,0.6221729,0.37782705
36,1,1,2,0,0.3726388,0.62736124,0.62736124,0.62571675,0.37428322
37,1,1,1,1,0.6395158,0.36048415,0.6395158,0.42455107,0.57544893
38,1,1,2,0,0.4280981,0.5719019,0.5719019,0.36358437,0.6364156
39,1,1,1,1,0.725183,0.27481702,0.725183,0.2580171,0.74198294
40,1,1,1,1,0.7978958,0.20210421,0.7978958,0.494685,0.505315
41,1,1,1,1,0.80058783,0.1994122,0.80058783,0.79420555,0.20579445
42,1,1,2,0,0.21132064,0.78867936,0.78867936,0.5812874,0.41871265
43,1,1,2,0,0.3906873,0.6093127,0.6093127,0.62142575,0.37857428
44,1,1,1,1,0.7303104,0.26968956,0.7303104,0.67564696,0.32435298
45,1,1,1,1,0.7839522,0.21604782,0.7839522,0.84520054,0.15479942
46,1,1,1,1,0.89377123,0.10622879,0.89377123,0.6181637,0.38183632
47,1,1,1,1,0.58876145,0.41123864,0.58876145,0.2537246,0.7462754
48,1,1,2,0,0.44707105,0.552929,0.552929,0.53314966,0.46685034
49,1,1,2,0,0.31165314,0.68834686,0.68834686,0.5042772,0.49572274
50,1,1,1,1,0.5125862,0.4874138,0.5125862,0.48466,0.51534003
51,1,1,1,1,0.8928487,0.10715126,0.8928487,0.77813786,0.22186214
52,1,1,1,1,0.53461844,0.4653815,0.53461844,0.53825706,0.461743
53,1,1,1,1,0.8479625,0.15203753,0.8479625,0.7966259,0.2033741
54,1,1,1,1,0.7314336,0.26856646,0.7314336,0.61799103,0.38200903
55,1,1,1,1,0.9025287,0.09747129,0.9025287,0.9328297,0.06717029
56,1,1,1,1,0.6324205,0.36757952,0.6324205,0.35714144,0.6428586
57,1,1,1,1,0.8512831,0.14871699,0.8512831,0.76306236,0.23693761
58,1,1,1,1,0.79752636,0.20247364,0.79752636,0.7922384,0.20776157
