epoch_idx,is_clean,true_label,pred_label,correct,prob_left,prob_right,confidence,w_eeg,w_emg
0,0,1,1,1,0.5894746,0.41052535,0.5894746,0.4229381,0.5770619
1,1,1,2,0,0.4974351,0.50256497,0.50256497,0.617118,0.38288197
2,1,1,2,0,0.10244734,0.89755267,0.89755267,0.9218799,0.07812012
3,1,1,2,0,0.31506956,0.68493044,0.68493044,0.57773316,0.42226684
4,1,1,1,1,0.7238186,0.2761814,0.7238186,0.47764882,0.52235115
5,1,1,1,1,0.5148811,0.485119,0.5148811,0.34031114,0.65968883
6,1,1,2,0,0.35741958,0.6425805,0.6425805,0.41417336,0.5858266
7,1,1,1,1,0.76497823,0.2350218,0.76497823,0.6912097,0.30879027
8,1,1,2,0,0.10872799,0.89127195,0.89127195,0.9317733,0.06822667
9,1,1,2,0,0.35155907,0.64844096,0.64844096,0.59614825,0.40385175
10,1,1,2,0,0.22200501,0.777995,0.777995,0.6979761,0.3020239
11,1,1,2,0,0.16600811,0.8339919,0.8339919,0.7731861,0.22681394
12,1,1,2,0,0.32022148,0.6797785,0.6797785,0.63379186,0.36620814
13,1,1,1,1,0.7807834,0.2192166,0.7807834,0.74241966,0.2575803
14,1,1,2,0,0.27484834,0.72515166,0.72515166,0.78174853,0.21825147
15,1,1,1,1,0.6383516,0.36164838,0.6383516,0.6682084,0.33179167
16,1,1,1,1,0.83302164,0.16697831,0.83302164,0.7768169,0.2231831
17,1,1,2,0,0.4392272,0.56077284,0.56077284,0.58652604,0.41347393
18,1,1,1,1,0.54298794,0.457012,0.54298794,0.3048348,0.6951652
19,1,1,2,0,0.2796773,0.7203226,0.7203226,0.8490803,0.15091972
20,1,1,1,1,0.5330439,0.4669561,0.5330439,0.49048877,0.5095113
21,1,1,2,0,0.22215916,0.7778409,0.7778409,0.8508056,0.14919437
22,1,1,2,0,0.16621844,0.83378154,0.83378154,0.850159,0.14984101
23,1,1,2,0,0.049803317,0.9501967,0.9501967,0.98329115,0.016708871
24,1,1,1,1,0.7518836,0.24811639,0.7518836,0.72567666,0.27432334
25,1,1,1,1,0.5063443,0.49365568,0.5063443,0.3479597,0.6520403
26,1,1,2,0,0.43222633,0.5677737,0.5677737,0.43650648,0.5634935
27,1,1,1,1,0.89257926,0.10742069,0.89257926,0.8895646,0.110435456
28,1,1,2,0,0.2512045,0.7487955,0.7487955,0.65964234,0.3403577
29,1,1,2,0,0.06352626,0.9364738,0.9364738,0.9821937,0.017806316
30,1,1,1,1,0.9171831,0.08281695,0.9171831,0.8208733,0.17912665
31,1,1,2,0,0.091360666,0.9086393,0.9086393,0.92178565,0.07821439
32,1,1,1,1,0.90735924,0.09264071,0.90735924,0.7614345,0.23856552
33,1,1,2,0,0.36901373,0.6309863,0.6309863,0.5026983,0.4973017
34,1,1,2,0,0.079598695,0.9204013,0.9204013,0.9659638,0.034036234
35,1,1,2,0,0.23993412,0.7600659,0.7600659,0.75534785,0.24465215
36,1,1,2,0,0.24134062,0.75865936,0.75865936,0.77704394,0.2229561
37,1,1,2,0,0.20163183,0.7983682,0.7983682,0.8164686,0.18353139
38,1,1,2,0,0.36329916,0.6367008,0.6367008,0.6791646,0.32083535
39,1,1,1,1,0.5368732,0.4631267,0.5368732,0.6619474,0.3380526
40,1,1,1,1,0.56538194,0.43461806,0.56538194,0.45209756,0.5479024
41,1,1,1,1,0.76828444,0.23171557,0.76828444,0.62330925,0.37669078
42,1,1,2,0,0.39167556,0.60832447,0.60832447,0.5384576,0.4615424
43,1,1,1,1,0.5762342,0.4237658,0.5762342,0.2364319,0.7635681
44,1,1,1,1,0.87074196,0.129258,0.87074196,0.719067,0.28093302
45,1,1,1,1,0.67581505,0.32418498,0.67581505,0.5001465,0.49985346
46,1,1,2,0,0.08822362,0.91177636,0.91177636,0.9350104,0.064989716
47,1,1,2,0,0.15579194,0.844208,0.844208,0.83194155,0.16805844
48,1,1,1,1,0.794823,0.20517702,0.794823,0.6397858,0.36021414
49,1,1,1,1,0.8956152,0.10438479,0.8956152,0.82009476,0.17990525
50,1,1,1,1,0.84682757,0.15317242,0.84682757,0.6753831,0.3246169
51,1,1,2,0,0.40876767,0.5912323,0.5912323,0.6437897,0.3562103
52,1,1,1,1,0.54004234,0.4599577,0.54004234,0.3794029,0.6205971
53,1,1,1,1,0.5769674,0.4230326,0.5769674,0.35709918,0.64290076
54,1,1,2,0,0.40925577,0.5907442,0.5907442,0.48241797,0.517582
55,1,1,1,1,0.7100104,0.28998965,0.7100104,0.5126096,0.48739037
56,1,1,2,0,0.4566529,0.5433471,0.5433471,0.6826168,0.31738323
57,1,1,1,1,0.6211005,0.37889954,0.6211005,0.5385165,0.46148342
58,1,1,2,0,0.2617432,0.73825675,0.73825675,0.85608,0.14392002
59,1,1,1,1,0.5246784,0.47532162,0.5246784,0.35956535,0.6404347
60,1,1,1,1,0.60751724,0.3924827,0.60751724,0.38638163,0.6136183
61,1,1,2,0,0.36116397,0.6388361,0.6388361,0.8831934,0.116806544
62,1,1,2,0,0.41240156,0.58759844,0.58759844,0.54335505,0.4566449
