epoch_idx,is_clean,true_label,pred_label,correct,prob_left,prob_right,confidence,w_eeg,w_emg
0,1,1,1,1,0.90464634,0.0953537,0.90464634,0.76120543,0.23879458
1,1,1,1,1,0.9244442,0.075555876,0.9244442,0.75212854,0.24787143
2,1,1,1,1,0.540992,0.45900798,0.540992,0.6118511,0.38814893
3,1,1,1,1,0.7880059,0.21199411,0.7880059,0.59073246,0.40926757
4,1,1,1,1,0.86698365,0.13301627,0.86698365,0.90466064,0.095339365
5,1,1,1,1,0.878257,0.12174308,0.878257,0.6623028,0.33769724
6,1,1,1,1,0.8229668,0.17703316,0.8229668,0.68654615,0.31345382
7,1,1,1,1,0.9073389,0.09266103,0.9073389,0.7273478,0.2726522
8,1,1,1,1,0.891252,0.10874803,0.891252,0.70106953,0.29893047
9,1,1,1,1,0.8167386,0.18326136,0.8167386,0.79834247,0.20165756
10,1,1,1,1,0.9876369,0.012363017,0.9876369,0.8284675,0.17153247
11,1,1,1,1,0.95789945,0.042100593,0.95789945,0.75199544,0.24800453
12,1,1,1,1,0.9758715,0.02412845,0.9758715,0.75086397,0.249136
13,1,1,1,1,0.9318024,0.06819761,0.9318024,0.7994378,0.2005622
14,1,1,1,1,0.91793585,0.08206412,0.91793585,0.74740183,0.25259817
15,1,1,1,1,0.9134349,0.08656506,0.9134349,0.7877719,0.21222812
16,1,1,1,1,0.8058082,0.19419184,0.8058082,0.53642523,0.46357483
17,1,1,1,1,0.7564362,0.24356371,0.7564362,0.534461,0.46553907
18,1,1,1,1,0.90388066,0.09611937,0.90388066,0.79893863,0.20106134
19,1,1,1,1,0.99886477,0.0011352906,0.99886477,0.9234014,0.07659856
20,1,1,1,1,0.8005637,0.19943635,0.8005637,0.6029347,0.39706528
21,1,1,1,1,0.9514403,0.04855973,0.9514403,0.7888197,0.21118031
22,1,1,1,1,0.939848,0.06015199,0.939848,0.71720237,0.28279763
23,1,1,1,1,0.7893671,0.21063294,0.7893671,0.47093648,0.52906346
24,1,1,1,1,0.9500046,0.049995378,0.9500046,0.767732,0.23226796
25,1,1,1,1,0.8711443,0.12885576,0.8711443,0.7890834,0.21091653
26,1,1,2,0,0.4940926,0.50590736,0.50590736,0.76622987,0.23377015
27,1,1,1,1,0.72114956,0.27885044,0.72114956,0.6900424,0.3099576
28,1,1,1,1,0.89043856,0.109561436,0.89043856,0.65274954,0.3472505
29,1,1,1,1,0.9594267,0.040573377,0.9594267,0.79474324,0.20525675
30,1,1,1,1,0.63387394,0.3661261,0.63387394,0.79490215,0.20509782
31,1,1,1,1,0.96022105,0.03977893,0.96022105,0.6594669,0.3405331
32,1,1,1,1,0.506446,0.49355397,0.506446,0.42838258,0.5716174
33,1,1,1,1,0.9966066,0.0033933742,0.9966066,0.942302,0.057697948
34,1,1,1,1,0.8520538,0.14794622,0.8520538,0.4784294,0.5215706
35,1,1,1,1,0.7547122,0.24528776,0.7547122,0.4268884,0.5731116
36,1,1,1,1,0.9117626,0.08823737,0.9117626,0.5895348,0.4104651
37,1,1,1,1,0.56086344,0.43913656,0.56086344,0.7458095,0.2541905
38,1,1,1,1,0.98449564,0.015504347,0.98449564,0.8039973,0.19600268
39,1,1,1,1,0.9949426,0.0050574113,0.9949426,0.9221552,0.07784474
40,1,1,1,1,0.9032211,0.09677888,0.9032211,0.83969057,0.16030945
41,1,1,2,0,0.40995538,0.5900446,0.5900446,0.7290015,0.27099848
42,1,1,1,1,0.9370956,0.062904455,0.9370956,0.7037574,0.29624262
43,1,1,1,1,0.7387826,0.26121742,0.7387826,0.77952355,0.22047645
44,1,1,1,1,0.9752314,0.024768552,0.9752314,0.7083206,0.29167938
45,1,1,1,1,0.9859796,0.014020399,0.9859796,0.84307176,0.1569282
46,1,1,1,1,0.8028773,0.19712277,0.8028773,0.5581771,0.44182292
47,1,1,1,1,0.936511,0.06348903,0.936511,0.72315013,0.27684987
48,1,1,1,1,0.99583745,0.004162558,0.99583745,0.96263707,0.037362993
49,1,1,1,1,0.89855593,0.10144412,0.89855593,0.75061584,0.2493842
50,1,1,1,1,0.98478574,0.015214284,0.98478574,0.8351231,0.16487683
51,1,1,1,1,0.8864127,0.1135873,0.8864127,0.8332445,0.16675551
52,1,1,1,1,0.94507825,0.054921746,0.94507825,0.86815315,0.13184687
53,1,1,1,1,0.97057706,0.029423025,0.97057706,0.94748545,0.052514583
54,1,1,1,1,0.8079213,0.19207871,0.8079213,0.6382409,0.3617591
55,1,1,1,1,0.9960128,0.003987253,0.9960128,0.8431022,0.15689781
56,1,1,1,1,0.9409399,0.05906007,0.9409399,0.88891435,0.11108568
57,1,1,1,1,0.88779765,0.112202376,0.88779765,0.7957755,0.20422456
58,1,1,1,1,0.98133,0.018669982,0.98133,0.8307056,0.1692944
59,1,1,1,1,0.5554972,0.44450277,0.5554972,0.735386,0.264614
60,1,1,1,1,0.7072289,0.29277113,0.7072289,0.5547783,0.44522166
61,1,1,1,1,0.9655537,0.03444627,0.9655537,0.7390344,0.26096562
62,1,1,1,1,0.62889296,0.3711071,0.62889296,0.49962875,0.50037134
63,1,1,1,1,0.96890837,0.031091683,0.96890837,0.6717199,0.32828012
64,1,1,1,1,0.8094899,0.19051005,0.8094899,0.59203154,0.40796846
65,1,1,1,1,0.8479553,0.15204473,0.8479553,0.8134425,0.18655749
66,1,1,1,1,0.8046113,0.19538867,0.8046113,0.8087889,0.1912111
67,1,1,1,1,0.98171645,0.01828356,0.98171645,0.8522199,0.14778012
68,1,1,1,1,0.8362253,0.1637747,0.8362253,0.74096364,0.25903636
69,1,1,1,1,0.9401794,0.059820596,0.9401794,0.7418589,0.25814107
70,1,1,1,1,0.92040306,0.07959695,0.92040306,0.7493416,0.25065845
71,1,1,1,1,0.8231999,0.17680013,0.8231999,0.5228401,0.47716
72,1,1,1,1,0.6379589,0.3620411,0.6379589,0.67086804,0.32913196
73,1,1,1,1,0.6225083,0.3774917,0.6225083,0.29959348,0.70040655
74,1,1,1,1,0.9339238,0.066076264,0.9339238,0.6676679,0.3323321
75,1,1,1,1,0.7217066,0.27829343,0.7217066,0.56600046,0.4339995
76,1,1,1,1,0.87315077,0.12684922,0.87315077,0.8193581,0.18064184
77,1,1,1,1,0.5102194,0.48978063,0.5102194,0.8703995,0.1296005
78,1,1,1,1,0.89817667,0.101823375,0.89817667,0.7628059,0.23719414
79,1,1,2,0,0.4028258,0.59717417,0.59717417,0.65295726,0.34704274
80,1,1,1,1,0.98322576,0.016774258,0.98322576,0.91682225,0.083177745
81,1,1,1,1,0.98795974,0.01204022,0.98795974,0.8800806,0.11991934
82,1,1,1,1,0.8898012,0.11019879,0.8898012,0.64416677,0.35583314
83,1,1,2,0,0.4141024,0.58589756,0.58589756,0.6193392,0.38066077
84,1,1,1,1,0.7883785,0.21162152,0.7883785,0.68830246,0.31169748
85,1,1,1,1,0.94184095,0.05815908,0.94184095,0.6692986,0.33070147
86,1,1,1,1,0.93129975,0.068700254,0.93129975,0.73957664,0.26042342
87,1,1,1,1,0.9457306,0.05426935,0.9457306,0.76900697,0.23099302
88,1,1,1,1,0.964526,0.03547397,0.964526,0.8633435,0.13665651
89,1,1,1,1,0.99608874,0.0039112666,0.99608874,0.9796857,0.020314327
90,1,1,1,1,0.8501267,0.14987335,0.8501267,0.77369267,0.22630732
91,1,1,1,1,0.9523466,0.0476534,0.9523466,0.74551773,0.2544823
92,1,1,1,1,0.88484997,0.115149975,0.88484997,0.54243165,0.45756838
93,1,1,2,0,0.2579988,0.7420012,0.7420012,0.760363,0.23963705
94,1,1,2,0,0.44103295,0.558967,0.558967,0.7496721,0.25032791
95,1,1,1,1,0.9713832,0.028616799,0.9713832,0.679721,0.32027903
96,1,1,1,1,0.8194443,0.18055566,0.8194443,0.7703386,0.22966143
97,1,1,1,1,0.5847907,0.4152093,0.5847907,0.859861,0.14013895
98,1,1,1,1,0.75466764,0.24533233,0.75466764,0.6563399,0.3436601
99,1,1,1,1,0.7258823,0.27411765,0.7258823,0.72444564,0.27555433
100,1,2,2,1,0.15853749,0.8414625,0.8414625,0.74136764,0.25863236
101,1,2,2,1,0.055481058,0.9445189,0.9445189,0.83980316,0.16019684
102,1,2,1,0,0.8062666,0.19373345,0.8062666,0.82087284,0.1791271
103,1,2,2,1,0.17174114,0.8282588,0.8282588,0.6243392,0.37566075
104,1,2,2,1,0.055909835,0.9440901,0.9440901,0.90883267,0.091167346
105,1,2,2,1,0.20305389,0.79694605,0.79694605,0.6224138,0.37758628
106,1,2,2,1,0.053604852,0.94639516,0.94639516,0.88973635,0.11026365
107,1,2,2,1,0.47667706,0.523323,0.523323,0.69471174,0.30528829
108,1,2,2,1,0.148009,0.851991,0.851991,0.7748237,0.22517632
109,1,2,2,1,0.25356784,0.7464322,0.7464322,0.66072196,0.33927804
