epoch_idx,is_clean,true_label,pred_label,correct,prob_left,prob_right,confidence,w_eeg,w_emg
0,1,1,1,1,0.58544147,0.41455856,0.58544147,0.99984527,0.00015469223
1,1,1,2,0,0.43978062,0.5602194,0.5602194,0.99972075,0.00027922634
2,1,1,2,0,0.4397884,0.56021154,0.56021154,0.99977726,0.00022276503
3,1,1,2,0,0.43978295,0.560217,0.560217,0.99973625,0.00026368944
4,1,1,2,0,0.4397782,0.56022173,0.56022173,0.9997044,0.0002956015
5,1,1,2,0,0.43978295,0.560217,0.560217,0.99973625,0.0002637586
6,1,1,2,0,0.4397918,0.5602082,0.5602082,0.9998006,0.00019939576
7,1,1,2,0,0.43978438,0.5602157,0.5602157,0.9997476,0.00025240608
8,1,1,2,0,0.43978053,0.56021947,0.56021947,0.9997223,0.00027772892
9,1,1,2,0,0.43975762,0.5602424,0.5602424,0.9995584,0.00044155814
10,1,1,2,0,0.4397437,0.5602563,0.5602563,0.99945754,0.0005424783
11,1,1,2,0,0.43956566,0.56043434,0.56043434,0.9980994,0.001900654
12,1,1,2,0,0.43974185,0.56025815,0.56025815,0.99944323,0.0005566973
13,1,1,2,0,0.4397568,0.56024325,0.56024325,0.9995492,0.00045072136
14,1,1,2,0,0.43977988,0.5602201,0.5602201,0.99971443,0.00028555575
15,1,1,2,0,0.17076649,0.8292336,0.8292336,0.9999211,7.89444e-05
16,1,1,2,0,0.47659722,0.5234028,0.5234028,0.9999367,6.3247826e-05
17,1,1,2,0,0.4397839,0.5602161,0.5602161,0.9997445,0.00025552284
18,1,1,2,0,0.43978077,0.5602192,0.5602192,0.9997198,0.00028014093
19,1,1,2,0,0.4397813,0.5602187,0.5602187,0.99972695,0.0002730859
20,1,1,2,0,0.43975082,0.56024915,0.56024915,0.9995104,0.0004895592
21,1,1,2,0,0.43977612,0.5602239,0.5602239,0.9996915,0.00030858157
22,1,1,2,0,0.43977377,0.56022626,0.56022626,0.99967146,0.0003285454
23,1,1,2,0,0.4397926,0.5602074,0.5602074,0.9998086,0.00019142673
24,1,1,2,0,0.43977895,0.560221,0.560221,0.9997118,0.0002881478
25,1,1,2,0,0.43977875,0.56022125,0.56022125,0.9997099,0.0002901
26,1,1,2,0,0.43976164,0.56023836,0.56023836,0.99958366,0.00041639822
27,1,1,2,0,0.4397902,0.56020975,0.56020975,0.99978834,0.00021165294
28,1,1,2,0,0.43977794,0.560222,0.560222,0.9997042,0.00029581293
29,1,1,2,0,0.43978775,0.56021225,0.56021225,0.9997727,0.00022724627
30,1,1,2,0,0.43978024,0.5602198,0.5602198,0.9997155,0.00028446288
31,1,1,2,0,0.37652925,0.6234707,0.6234707,0.9999751,2.4879857e-05
32,1,1,1,1,0.5307114,0.46928865,0.5307114,0.9996345,0.00036552447
33,1,1,2,0,0.43978593,0.56021404,0.56021404,0.9997615,0.00023845892
34,1,1,2,0,0.43976593,0.56023407,0.56023407,0.9996182,0.0003817851
35,1,1,2,0,0.43978015,0.5602198,0.5602198,0.99971706,0.00028290012
36,1,1,2,0,0.43977916,0.56022084,0.56022084,0.9997142,0.00028575672
37,1,1,2,0,0.43978268,0.56021726,0.56021726,0.99973637,0.00026365172
38,1,1,2,0,0.43977222,0.56022775,0.56022775,0.9996598,0.0003402502
39,1,1,2,0,0.43978226,0.5602178,0.5602178,0.99973196,0.00026802323
40,1,1,2,0,0.43978187,0.5602181,0.5602181,0.99973124,0.0002687648
41,1,1,2,0,0.43977934,0.5602206,0.5602206,0.9997141,0.00028589598
42,1,1,2,0,0.43977892,0.5602211,0.5602211,0.9997105,0.00028951283
43,1,1,2,0,0.4397818,0.56021816,0.56021816,0.99972886,0.0002711538
44,1,1,2,0,0.43977582,0.5602241,0.5602241,0.9996848,0.0003151546
45,1,1,2,0,0.4397806,0.5602194,0.5602194,0.9997193,0.00028062347
46,1,1,2,0,0.43977875,0.5602213,0.5602213,0.9997063,0.0002935975
47,1,1,2,0,0.23214442,0.7678556,0.7678556,0.99991906,8.0931895e-05
48,1,1,2,0,0.49705067,0.5029493,0.5029493,0.99978644,0.00021358226
49,1,1,2,0,0.43978122,0.5602188,0.5602188,0.99972683,0.000273145
50,1,1,2,0,0.43978575,0.5602143,0.5602143,0.99975795,0.00024202897
51,1,1,2,0,0.4397873,0.5602127,0.5602127,0.9997694,0.00023056802
52,1,1,2,0,0.43977812,0.5602219,0.5602219,0.9997036,0.000296425
53,1,1,2,0,0.4397831,0.5602169,0.5602169,0.9997396,0.00026043883
54,1,1,2,0,0.43978843,0.56021154,0.56021154,0.99977654,0.00022341378
55,1,1,2,0,0.4397843,0.5602157,0.5602157,0.9997466,0.00025340993
56,1,1,2,0,0.4397838,0.5602162,0.5602162,0.9997434,0.00025657058
57,1,1,2,0,0.43977988,0.5602201,0.5602201,0.9997143,0.0002856892
58,1,1,2,0,0.43978074,0.5602193,0.5602193,0.9997203,0.0002797113
59,1,1,2,0,0.43978167,0.5602184,0.5602184,0.99972624,0.00027370857
60,1,1,2,0,0.43977842,0.5602216,0.5602216,0.99970704,0.00029289434
61,1,1,2,0,0.43977597,0.560224,0.560224,0.99968827,0.00031176725
62,1,1,2,0,0.4397884,0.56021154,0.56021154,0.9997788,0.00022118806
63,1,1,2,0,0.20741212,0.7925879,0.7925879,0.99996364,3.632011e-05
64,1,1,2,0,0.44565612,0.5543438,0.5543438,0.99985874,0.00014126403
65,1,1,2,0,0.4397723,0.56022763,0.56022763,0.99966216,0.0003378283
66,1,1,2,0,0.43973702,0.560263,0.560263,0.9994018,0.00059816166
67,1,1,2,0,0.4397882,0.56021184,0.56021184,0.9997757,0.00022433102
68,1,1,2,0,0.4397796,0.5602204,0.5602204,0.99971694,0.00028305527
69,1,1,2,0,0.43976155,0.5602385,0.5602385,0.9995852,0.00041478573
70,1,1,2,0,0.4397792,0.56022084,0.56022084,0.9997105,0.00028950674
71,1,1,2,0,0.43973342,0.56026655,0.56026655,0.99937195,0.0006281362
72,1,1,2,0,0.43977755,0.56022245,0.56022245,0.99969876,0.00030124438
73,1,1,2,0,0.4397474,0.56025255,0.56025255,0.99948704,0.0005129654
74,1,1,2,0,0.43978024,0.5602197,0.5602197,0.999721,0.00027896315
75,1,1,2,0,0.439778,0.560222,0.560222,0.99970454,0.00029538764
76,1,1,2,0,0.4397281,0.56027186,0.56027186,0.99933904,0.000660931
77,1,1,2,0,0.43976748,0.5602325,0.5602325,0.9996309,0.00036907467
78,1,1,2,0,0.4397543,0.5602457,0.5602457,0.9995283,0.00047174597
79,1,1,2,0,0.20552659,0.7944734,0.7944734,0.9995808,0.00041917365
80,1,1,2,0,0.46934634,0.5306537,0.5306537,0.99987495,0.00012506697
81,1,1,2,0,0.43978107,0.56021893,0.56021893,0.99972385,0.00027615682
82,1,1,2,0,0.4397524,0.56024754,0.56024754,0.9995153,0.000484731
83,1,1,2,0,0.43978012,0.5602199,0.5602199,0.99971944,0.00028059003
84,1,1,2,0,0.43977946,0.5602205,0.5602205,0.9997137,0.0002862956
85,1,1,2,0,0.43977833,0.5602217,0.5602217,0.9997049,0.00029507664
86,1,1,2,0,0.43972507,0.5602749,0.5602749,0.99929774,0.00070223556
87,1,1,2,0,0.43977064,0.56022936,0.56022936,0.9996475,0.00035245385
88,1,1,2,0,0.43978098,0.56021905,0.56021905,0.999723,0.00027697053
89,1,1,2,0,0.4397696,0.56023043,0.56023043,0.9996412,0.00035881167
90,1,1,2,0,0.43978733,0.5602127,0.5602127,0.9997694,0.00023056405
