epoch_idx,is_clean,true_label,pred_label,correct,prob_left,prob_right,confidence,w_eeg,w_emg
0,0,1,2,0,0.40876144,0.5912385,0.5912385,0.64226246,0.35773757
1,1,1,1,1,0.61419505,0.38580492,0.61419505,0.5146589,0.485341
2,1,1,1,1,0.703513,0.29648697,0.703513,0.8249182,0.17508182
3,1,1,1,1,0.7227221,0.27727795,0.7227221,0.7305779,0.26942205
4,1,1,2,0,0.44643107,0.55356896,0.55356896,0.6544029,0.3455971
5,1,1,2,0,0.494618,0.50538206,0.50538206,0.5264326,0.4735674
6,0,1,1,1,0.70436484,0.2956351,0.70436484,0.62707156,0.3729284
7,0,1,1,1,0.6794111,0.32058892,0.6794111,0.6893911,0.31060892
8,1,1,1,1,0.59548736,0.4045126,0.59548736,0.59167445,0.40832558
9,1,1,1,1,0.60450596,0.39549404,0.60450596,0.6683363,0.33166376
10,1,1,1,1,0.71183985,0.2881601,0.71183985,0.8527695,0.14723048
11,1,1,1,1,0.5775273,0.4224727,0.5775273,0.5414804,0.45851958
12,1,1,1,1,0.65278435,0.34721562,0.65278435,0.508665,0.49133497
13,0,1,1,1,0.66073614,0.33926392,0.66073614,0.61797094,0.38202903
14,0,1,1,1,0.8076985,0.19230145,0.8076985,0.7657408,0.23425917
15,1,1,2,0,0.4348013,0.56519866,0.56519866,0.52756095,0.47243905
16,0,1,1,1,0.6766754,0.32332465,0.6766754,0.65940744,0.34059253
17,1,1,1,1,0.64662516,0.35337484,0.64662516,0.5076578,0.49234223
18,1,1,1,1,0.622368,0.37763202,0.622368,0.68381196,0.31618804
19,0,1,1,1,0.83806,0.16194,0.83806,0.81660265,0.18339734
20,1,1,2,0,0.48346263,0.5165374,0.5165374,0.63071746,0.36928248
21,1,1,2,0,0.26681173,0.7331883,0.7331883,0.7416519,0.25834814
22,1,1,2,0,0.43770105,0.56229895,0.56229895,0.6551155,0.3448846
23,1,1,2,0,0.34027058,0.6597294,0.6597294,0.64546937,0.3545306
24,1,1,2,0,0.3265082,0.67349184,0.67349184,0.78457665,0.21542336
25,1,1,2,0,0.27092952,0.7290705,0.7290705,0.7446105,0.2553895
26,1,1,1,1,0.54276985,0.4572301,0.54276985,0.79595846,0.20404151
27,1,1,2,0,0.39896894,0.601031,0.601031,0.5920503,0.40794966
28,1,1,1,1,0.5569224,0.44307765,0.5569224,0.4644582,0.53554183
29,1,1,1,1,0.64400953,0.3559905,0.64400953,0.780596,0.219404
30,1,1,1,1,0.60122216,0.39877784,0.60122216,0.5239255,0.47607446
31,1,1,2,0,0.42555702,0.574443,0.574443,0.7055471,0.29445285
32,1,1,1,1,0.6252843,0.37471572,0.6252843,0.4423243,0.5576757
33,1,1,1,1,0.5162479,0.48375204,0.5162479,0.7349217,0.2650783
34,1,1,1,1,0.60472786,0.39527223,0.60472786,0.52661437,0.47338563
35,1,1,1,1,0.5953939,0.40460616,0.5953939,0.6806479,0.3193521
36,1,1,1,1,0.6473686,0.35263136,0.6473686,0.6509122,0.3490878
37,1,1,2,0,0.4606738,0.5393262,0.5393262,0.65213305,0.34786692
38,1,1,2,0,0.35557455,0.6444254,0.6444254,0.6618913,0.33810875
39,1,1,2,0,0.40182862,0.5981714,0.5981714,0.72236735,0.2776326
40,1,1,2,0,0.32114118,0.6788588,0.6788588,0.62538135,0.3746186
41,1,1,1,1,0.522151,0.4778491,0.522151,0.58704764,0.41295242
42,1,1,1,1,0.5513911,0.4486089,0.5513911,0.77807593,0.22192399
43,1,1,1,1,0.5689592,0.43104085,0.5689592,0.65606165,0.34393832
44,1,1,2,0,0.28480062,0.7151994,0.7151994,0.74070597,0.259294
45,1,1,2,0,0.47643033,0.52356964,0.52356964,0.5903133,0.40968674
46,1,1,1,1,0.61897194,0.38102806,0.61897194,0.77405506,0.2259449
47,1,1,2,0,0.2844229,0.7155772,0.7155772,0.6969099,0.30309013
48,1,1,1,1,0.6480957,0.3519043,0.6480957,0.5333045,0.4666955
49,1,1,1,1,0.6394235,0.36057657,0.6394235,0.6405212,0.3594788
50,1,1,1,1,0.51895994,0.48104003,0.51895994,0.46407324,0.53592676
51,1,1,2,0,0.34871772,0.65128225,0.65128225,0.7026667,0.2973333
52,1,1,1,1,0.65641737,0.34358272,0.65641737,0.60373515,0.39626485
53,1,1,1,1,0.59940726,0.40059274,0.59940726,0.7604317,0.23956826
54,1,1,1,1,0.639583,0.360417,0.639583,0.5143908,0.48560917
55,1,1,1,1,0.5950738,0.40492618,0.5950738,0.57899326,0.4210067
56,1,1,1,1,0.53398407,0.46601596,0.53398407,0.59803474,0.40196532
57,1,1,1,1,0.5065398,0.49346027,0.5065398,0.45052102,0.549479
58,1,1,1,1,0.73673457,0.26326543,0.73673457,0.62045807,0.37954196
59,1,1,1,1,0.7322347,0.26776537,0.7322347,0.5982292,0.4017708
60,1,1,2,0,0.36537108,0.63462883,0.63462883,0.5762964,0.42370358
61,1,1,2,0,0.43069765,0.5693023,0.5693023,0.3995623,0.6004377
62,1,1,2,0,0.31128895,0.68871105,0.68871105,0.70807725,0.29192272
63,1,1,2,0,0.47472623,0.52527374,0.52527374,0.6500487,0.34995133
64,1,1,2,0,0.48002622,0.51997375,0.51997375,0.46321073,0.53678924
65,1,1,1,1,0.5858704,0.41412964,0.5858704,0.47251672,0.5274833
66,1,1,1,1,0.5071912,0.49280885,0.5071912,0.6861279,0.3138721
67,1,1,2,0,0.44827208,0.5517279,0.5517279,0.6783408,0.32165924
