epoch_idx,is_clean,true_label,pred_label,correct,prob_left,prob_right,confidence,w_eeg,w_emg
0,1,1,1,1,0.8612481,0.13875188,0.8612481,0.99160755,0.008392436
1,1,1,2,0,0.3309941,0.6690059,0.6690059,0.99407226,0.0059277355
2,1,1,2,0,0.33107167,0.6689283,0.6689283,0.99365556,0.00634448
3,1,1,2,0,0.33099517,0.6690048,0.6690048,0.99406576,0.005934167
4,1,1,2,0,0.33099487,0.6690051,0.6690051,0.99406743,0.005932556
5,1,1,2,0,0.33100697,0.66899306,0.66899306,0.9940025,0.005997423
6,1,1,2,0,0.33103555,0.66896445,0.66896445,0.99384886,0.0061511635
7,1,1,2,0,0.3309987,0.6690012,0.6690012,0.9940481,0.0059518665
8,1,1,2,0,0.33099765,0.6690023,0.6690023,0.99405247,0.005947572
9,1,1,2,0,0.3310253,0.6689747,0.6689747,0.9939057,0.0060942336
10,1,1,2,0,0.33099762,0.6690024,0.6690024,0.99405307,0.0059469347
11,1,1,2,0,0.331007,0.66899306,0.66899306,0.9940029,0.005997085
12,1,1,2,0,0.33100286,0.66899717,0.66899717,0.9940247,0.005975337
13,1,1,2,0,0.33106837,0.6689316,0.6689316,0.9936733,0.0063266275
14,1,1,2,0,0.3309983,0.66900176,0.66900176,0.9940493,0.005950679
15,1,1,2,0,0.02263409,0.97736585,0.97736585,0.9999999,1.618832e-07
16,1,1,1,1,0.8871892,0.11281084,0.8871892,0.99357706,0.006422942
17,1,1,2,0,0.3310667,0.6689333,0.6689333,0.99368227,0.006317794
18,1,1,2,0,0.33106506,0.66893494,0.66893494,0.9936912,0.0063087475
19,1,1,2,0,0.33099884,0.66900116,0.66900116,0.9940462,0.005953794
20,1,1,2,0,0.3310039,0.66899616,0.66899616,0.99401987,0.005980182
21,1,1,2,0,0.3309966,0.66900337,0.66900337,0.99405825,0.0059417333
22,1,1,2,0,0.3309937,0.6690063,0.6690063,0.99407405,0.005926005
23,1,1,2,0,0.33102044,0.6689796,0.6689796,0.9939314,0.0060686423
24,1,1,2,0,0.33104724,0.66895276,0.66895276,0.9937883,0.006211656
25,1,1,2,0,0.33100748,0.6689925,0.6689925,0.9940006,0.005999397
26,1,1,2,0,0.33102834,0.66897166,0.66897166,0.99389005,0.0061099743
27,1,1,2,0,0.33102494,0.66897506,0.66897506,0.9939083,0.006091666
28,1,1,2,0,0.3310862,0.66891384,0.66891384,0.99357843,0.006421597
29,1,1,2,0,0.33100513,0.66899484,0.66899484,0.994013,0.0059870286
30,1,1,2,0,0.33108804,0.66891193,0.66891193,0.993568,0.0064320136
31,1,1,2,0,0.02443669,0.9755633,0.9755633,0.99999976,2.1922978e-07
32,1,1,1,1,0.8791492,0.120850764,0.8791492,0.9886857,0.011314308
33,1,1,2,0,0.33106965,0.66893035,0.66893035,0.99366635,0.0063335737
34,1,1,2,0,0.3310156,0.6689845,0.6689845,0.99395704,0.0060429573
35,1,1,2,0,0.3310069,0.6689931,0.6689931,0.9940029,0.0059971106
36,1,1,2,0,0.33105594,0.66894406,0.66894406,0.99374145,0.0062585063
37,1,1,2,0,0.33107254,0.66892743,0.66892743,0.99365145,0.006348609
38,1,1,2,0,0.33099824,0.66900176,0.66900176,0.99404967,0.005950324
39,1,1,2,0,0.33104065,0.6689594,0.6689594,0.99382424,0.006175742
40,1,1,2,0,0.33098885,0.6690112,0.6690112,0.99410075,0.0058991746
41,1,1,2,0,0.3310147,0.66898537,0.66898537,0.99396247,0.0060375296
42,1,1,2,0,0.3310295,0.66897047,0.66897047,0.993884,0.0061158957
43,1,1,2,0,0.33100456,0.66899544,0.66899544,0.9940162,0.005983854
44,1,1,2,0,0.3310659,0.6689341,0.6689341,0.99368685,0.006313131
45,1,1,2,0,0.33102313,0.66897684,0.66897684,0.9939173,0.0060827783
46,1,1,2,0,0.33099934,0.66900074,0.66900074,0.99404365,0.0059563173
47,1,1,2,0,0.023471026,0.97652894,0.97652894,0.9999999,1.3355522e-07
48,1,1,1,1,0.88602126,0.11397877,0.88602126,0.9950517,0.0049483282
